OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,CouncilDistrictCode,Neighborhood,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions,ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus
27929,7234600325,2019,Multifamily LR (1-4),ARILLIS ARMS,3,EAST,1962,1700 15TH AVE,SEATTLE,WA,98122,47.61682,-122.3123,Multifamily Housing,,Multifamily LR (1-4),4.6,69,,28.3,28.3,740568,741721,79.4,79.2,,0.2,,0,0,741721,217386,0,,26172,26172,0,,4,Multifamily Housing,26172,,,,,,No Issue,Compliant
27932,7234600350,2019,Multifamily LR (1-4),WILANA CO-OP,3,EAST,1909,1732 15TH AVE,SEATTLE,WA,98122,47.61745,-122.31235,Multifamily Housing,,Multifamily LR (1-4),18.1,84,,29.3,29.7,771027,758588,62.6,63.8,,0.7,,285842,2858,472746,138554,0,,25920,25920,0,,3,Multifamily Housing,25920,,,,,,No Issue,Compliant
27937,6760700000,2019,Multifamily LR (1-4),PHINNEY RIDGE CONDOMINIUM,5,NORTHWEST,1985,8720 PHINNEY AVE N,SEATTLE,WA,98103,47.69309,-122.35359,Multifamily Housing,,Multifamily LR (1-4),3.2,99,,19.9,20.2,527007,520014,55.8,56.5,,0.1,,0,0,520014,152407,0,,26112,26112,0,,4,Multifamily Housing,26112,Parking,6528,,,,No Issue,Compliant
27947,6762700860,2019,NonResidential,ST MARKS CATHEDRAL,3,EAST,1929,1245 10TH AVE E,SEATTLE,WA,98102,47.63193,-122.32126,Worship Facility,,Worship Facility,140.1,44,,64,65.8,3436790,3341312,93.8,95.9,,3.7,,2545686,25457,795627,233185,0,,37700,37700,0,,1,Worship Facility,52225,,,,,,No Issue,Compliant
27950,6780800000,2019,Multifamily MR (5-9),PIERRE MARQUIS CONDOMINIUM MERIDIAN,7,MAGNOLIA / QUEEN ANNE,1980,2253 GILMAN DR W,SEATTLE,WA,98119,47.63992,-122.37471,Multifamily Housing,,Multifamily MR (5-9),8.5,86,,26.2,26.5,1399193,1384574,73.4,74.2,,0.1,,0,0,1384574,405796,0,,62093,62093,0,,5,Multifamily Housing,52826,Swimming Pool,0,,,,No Issue,Compliant
27951,6780900000,2019,Multifamily LR (1-4),PIER AT LESCHI THE,3,water,1956,334 LAKESIDE AVE S,SEATTLE,WA,98144,47.59926,-122.28563,Multifamily Housing,,Multifamily LR (1-4),4.3,73,,35.3,35.4,703680,702581,99,99.1,,0.2,,0,0,702581,205915,0,,23856,23856,0,,4,Multifamily Housing,19877,Parking,4500,,,,No Issue,Compliant
27953,6784900000,2019,Multifamily MR (5-9),PIKE LOFTS CONDOMINIUM,3,EAST,1998,303 E PIKE ST,SEATTLE,WA,98122,47.6139,-122.3272,Multifamily Housing,,Multifamily MR (5-9),64,,,44.3,44.8,2515971,2488130,91.7,92.3,,0.9,,1037032,10370,1451099,425293,0,,69272,69272,0,,7,Multifamily Housing,51295,Parking,5328,Medical Office,2441,,No Issue,Compliant
27955,6788200735,2019,SPS-District K-12,MONTLAKE SCHOOL (SPS-DISTRICT),3,EAST,1925,2405 22ND AVE E,SEATTLE,WA,98112,47.64063,-122.30428,K-12 School,,K-12 School,59.7,74,,50.8,52.2,1429722,1392531,72.8,74.2,,2.2,,1088792,10888,303739,89021,0,,27273,27273,0,,2,K-12 School,27401,,,,,,No Issue,Compliant
27956,6788201390,2019,Multifamily LR (1-4),MONTLAKE APARTMENTS,3,EAST,1926,2300 24TH AVE E,SEATTLE,WA,98112,47.63982,-122.30181,Multifamily Housing,,Multifamily LR (1-4),66.2,,,77.4,78.8,1605465,1577147,113.5,114.8,,3.2,,1202124,12021,375023,109913,0,,20366,20366,0,,2,Multifamily Housing,13350,Other,3070,Food Service,1580,,No Issue,Compliant
27958,6798100725,2019,Multifamily LR (1-4),"DPE Investments, LLC",5,NORTH,1974,11500 15TH AVE NE,SEATTLE,WA,98125,47.71307,-122.31246,Multifamily Housing,,Multifamily LR (1-4),3.6,84,,24.4,24.1,576391,583566,68.4,67.6,,0.2,,0,0,583566,171034,0,,23888,23888,0,,4,Multifamily Housing,23888,,,,,,No Issue,Compliant
27962,6798100830,2019,Multifamily LR (1-4),RALEIGH MANOR APTS,5,NORTH,2000,12000 15TH AVE NE,SEATTLE,WA,98125,47.71606,-122.31215,Multifamily Housing,,Multifamily LR (1-4),5.4,95,,26.6,26.7,881503,878563,74.6,74.8,,0.2,,0,0,878563,257492,0,,45579,32817,12762,,4,Multifamily Housing,28785,Parking,12762,Office,4192,,No Issue,Compliant
27966,6798800000,2019,Multifamily LR (1-4),PINEHURST LANE CONDOMINIUM,5,NORTH,1997,11532 15TH AVE NE,SEATTLE,WA,98125,47.71313,-122.31214,Multifamily Housing,,Multifamily LR (1-4),17.3,87,,30.6,30.8,713479,708559,64.7,65.2,,0.7,,276493,2765,432066,126631,0,,23175,23175,0,,4,Multifamily Housing,19177,Office,3998,,,,No Issue,Compliant
27969,7234601100,2019,Multifamily MR (5-9),TRADER JOE'S & APARTMENTS,3,SHARED: CENTRAL &amp; EAST,2004,1700 E MADISON ST,SEATTLE,WA,98122,47.61608,-122.30967,Mixed Use Property,,Multifamily MR (5-9),23.8,19,,62.1,62.1,3862988,3862988,173.7,173.7,,0.4,,0,0,3862988,1132177,0,,97229,62256,34973,,6,Multifamily Housing,45300,Parking,35973,Retail Store,16956,,No Issue,Compliant
27970,7234601120,2019,Multifamily MR (5-9),OLIVE RIDGE,3,SHARED: CENTRAL &amp; EAST,1969,1700 17TH AVE,SEATTLE,WA,98122,47.61672,-122.3098,Multifamily Housing,,Multifamily MR (5-9),52.1,68,,44,44.6,3244672,3198074,106.6,108.2,,0.7,,688880,6889,2509194,735403,0,,72716,72716,0,,7,Multifamily Housing,72716,,,,,,No Issue,Compliant
27977,7234601325,2019,Multifamily MR (5-9),VIEWS AT MADISON VISTA,3,CENTRAL,2002,1617 19TH AVE,SEATTLE,WA,98122,47.61598,-122.3077,,,,0,,,,,,,,,,0,,0,0,0,0,0,,73495,46895,26600,,5,,,,,,,,Portfolio Manager Account Not Shared,Not Compliant
27981,7234601475,2019,Multifamily LR (1-4),Union 18 Apartments,3,CENTRAL,1969,1140 18TH AVE,SEATTLE,WA,98122,47.61269,-122.3085,Multifamily Housing,,Multifamily LR (1-4),35.2,68,,40.8,41.3,1890804,1871731,95.2,96.1,,0.9,,502999,5030,1368732,401152,0,,37824,37824,0,,3,Multifamily Housing,45822,Parking,2415,,,,No Issue,Compliant
27982,4310701210,2019,NonResidential,OFFICE BUILDING,5,NORTHWEST,1982,9620 STONE AVE N,SEATTLE,WA,98103,47.69898,-122.34162,Office,,Office,23.5,79,,39,39.6,875696,861905,78.6,79.2,,0.9,,386697,3867,475208,139276,0,,25111,25111,0,,3,Office,14256,Non-Refrigerated Warehouse,7850,Parking,0,,Default Data,Not Compliant
27985,4310701340,2019,Multifamily LR (1-4),LICTON SPRINGS APT,5,NORTHWEST,1987,9515 INTERLAKE AVE N,SEATTLE,WA,98103,47.69838,-122.34111,Multifamily Housing,,Multifamily LR (1-4),4.4,92,,27.9,28.2,714235,706836,78.1,78.9,,0.2,,0,0,706836,207162,0,,34023,25338,8685,,3,Multifamily Housing,25338,Parking,8685,,,,No Issue,Compliant
27996,4315700240,2019,Multifamily LR (1-4),THE KENNEY,1,SOUTHWEST,1951,7125 FAUNTLEROY WAY SW,SEATTLE,WA,98136,47.53888,-122.39201,Multifamily Housing,,Multifamily LR (1-4),266.1,,,48.7,48.9,9462770,9424491,96.2,96.8,,1.4,,4430882,44309,4993609,1463543,0,,203155,193700,9455,,4,Multifamily Housing,177686,Hospital (General Medical & Surgical),16014,Parking,9455,,Default Data,Not Compliant
28001,4315700727,2019,Multifamily LR (1-4),WEST WINDS APTS,1,SOUTHWEST,1963,7050 LINCOLN PARK WAY SW,SEATTLE,WA,98136,47.54005,-122.39503,Multifamily Housing,,Multifamily LR (1-4),4,62,,28.2,28,643502,647228,78.8,78.4,,0.2,,0,0,647228,189692,0,,22984,22984,0,,4,Multifamily Housing,22984,Parking,4500,,,,No Issue,Compliant
28002,4315700729,2019,Multifamily LR (1-4),HALCYON APTS,1,SOUTHWEST,1968,7060 LINCOLN PARK WAY SW,SEATTLE,WA,98136,47.53986,-122.39469,Multifamily Housing,,Multifamily LR (1-4),3.7,90,,22.8,22.8,600494,600401,63.8,63.8,,0.2,,0,0,600401,175968,0,,26342,21464,4878,,4,Multifamily Housing,26342,Parking,4878,,,,No Issue,Compliant
28006,6815500000,2019,Multifamily LR (1-4),THE PITTSBURGH,7,MAGNOLIA / QUEEN ANNE,1907,117 JOHN ST,SEATTLE,WA,98109,47.61964,-122.35469,Multifamily Housing,,Multifamily LR (1-4),106.2,66,,93,94.9,2309397,2262252,119.1,121.1,,4.4,,1964230,19642,298022,87345,0,,24329,24329,0,,3,Multifamily Housing,24329,Parking,0,,,,No Issue,Compliant
28007,6816200000,2019,Multifamily LR (1-4),ADWAS,5,NORTH,2006,8623 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.69209,-122.31794,Multifamily Housing,,Multifamily LR (1-4),34.9,,,45,45.5,1364274,1350925,93.1,93.8,,1.2,,565411,5654,785514,230221,0,,29588,29588,0,,4,Multifamily Housing,21000,Office,9000,,,,No Issue,Compliant
28008,6817860000,2019,Multifamily MR (5-9),PLAZA DEL SOL,3,EAST,1993,1701 E OLIVE WAY,SEATTLE,WA,98102,47.61944,-122.32318,Multifamily Housing,,Multifamily MR (5-9),57.7,77,,42.4,42.8,2677389,2652043,94.2,94.6,,0.7,,880091,8801,1771952,519329,0,,82519,82519,0,,6,Multifamily Housing,62486,,,,,,No Issue,Compliant
28009,6817900000,2019,Multifamily MR (5-9),PLAZA ROYALE CONDOMINIUM,7,MAGNOLIA / QUEEN ANNE,1970,1001 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62825,-122.35714,Multifamily Housing,,Multifamily MR (5-9),57.9,97,,40.3,40.9,1547945,1524380,65,65.9,,1.5,,1033980,10340,490400,143728,0,,37843,37843,0,,6,Multifamily Housing,37843,,,,,,No Issue,Compliant
28014,6821100660,2019,Multifamily LR (1-4),PLEASANT VALLEY PLAZA,7,MAGNOLIA / QUEEN ANNE,1984,3801 34TH AVE W,SEATTLE,WA,98199,47.65426,-122.40138,Multifamily Housing,,Multifamily LR (1-4),5.4,84,,24.3,24.2,866774,870066,68.1,67.8,,0.1,,0,0,870066,255002,0,,35787,35787,0,,3,Multifamily Housing,35787,,,,,,No Issue,Compliant
28019,6822100520,2019,NonResidential,OUR LADY OF FATIMA CHURCH & RECTORY,7,MAGNOLIA / QUEEN ANNE,1953,3218 W BARRETT ST,SEATTLE,WA,98199,47.64725,-122.39977,Worship Facility,,Worship Facility,69.9,21,,51.8,53.3,1693990,1648218,75.1,76.9,,2.2,,1271966,12720,376252,110273,0,,31805,31805,0,,2,Worship Facility,31805,,,,,,No Issue,Compliant
28020,6822100520,2019,NonResidential,OUR LADY OF FATIMA SCHOOL & GYM,7,MAGNOLIA / QUEEN ANNE,1953,3301 W DRAVUS ST,SEATTLE,WA,98199,47.64725,-122.39977,K-12 School,,K-12 School,48.9,48,,65.5,66.9,1391606,1364051,111,112.4,,2.4,,862701,8627,501350,146937,0,,20811,20811,0,,1,K-12 School,20811,,,,,,No Issue,Compliant
28022,6824100066,2019,Multifamily LR (1-4),BLUE RIDGE APTS,6,BALLARD,1986,9600 9TH AVE NW,SEATTLE,WA,98117,47.69953,-122.36843,Multifamily Housing,,Multifamily LR (1-4),4.7,65,,27.1,27,764757,767965,75.9,75.6,,0.2,,0,0,767965,225078,0,,28328,28328,0,,4,Multifamily Housing,28328,,,,,,No Issue,Compliant
28025,6834700175,2019,Nonresidential COS,CSC Meter Shop (G),2,GREATER DUWAMISH,1967,1010 8TH AVE S,SEATTLE,WA,98134,47.59393,-122.32211,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,70,7,,104.4,105.6,2105018,2080706,185.3,186.7,,3.2,,1218446,12184,862260,252714,0,,22058,22058,0,,2,Non-Refrigerated Warehouse,12644,Office,7286,,,,No Issue,Compliant
28027,6837730000,2019,Multifamily MR (5-9),POINT ELLIOTT CONDOMINIUM,1,SOUTHWEST,1998,1661 HARBOR AVE SW,SEATTLE,WA,98126,47.58836,-122.38032,Multifamily Housing,,Multifamily MR (5-9),39.5,,,32.8,33,1390526,1382796,64.4,64.6,,0.9,,659880,6599,722916,211874,0,,42188,42188,0,,6,Multifamily Housing,42188,,,,,,No Issue,Compliant
28028,6837740000,2019,Multifamily MR (5-9),POINT NAUTICA CONDOMINIUM,1,SOUTHWEST,1998,1005 HARBOR AVE SW,SEATTLE,WA,98116,47.59478,-122.38513,Multifamily Housing,,Multifamily MR (5-9),27.2,,,28.1,28.2,1037253,1033396,57.6,57.6,,0.7,,443699,4437,589697,172830,0,,36730,36730,0,,6,Multifamily Housing,36730,,,,,,No Issue,Compliant
28029,7376600690,2019,NonResidential,PLYMOUTH POULTRY,2,GREATER DUWAMISH,1970,4500 7TH AVE S,SEATTLE,WA,98108,47.56268,-122.32364,Refrigerated Warehouse,,Refrigerated Warehouse,96.6,3,,198.5,197.3,9144270,9198120,523.7,519.8,,4.2,,849030,8490,8349089,2446978,0,,22890,22890,0,,1,Refrigerated Warehouse,46342,,,,,,No Issue,Compliant
28033,7376600765,2019,NonResidential,PARK MANOR APTS LLC,2,GREATER DUWAMISH,1971,601 S SNOQUALMIE ST,SEATTLE,WA,98108,47.5616,-122.32603,Distribution Center,,Distribution Center,68.7,1,,148.2,149.1,4222982,4196064,358.5,359.5,,2.4,,912038,9120,3284025,962493,0,,28320,28320,0,,1,Distribution Center,28320,Parking,0,,,,Default Data,Not Compliant
28035,4315700815,2019,Multifamily LR (1-4),TRACY ANN APTS. - NORTH,1,SOUTHWEST,1964,6790 MURRAY AVE SW,SEATTLE,WA,98136,47.54093,-122.39431,Multifamily Housing,,Multifamily LR (1-4),4.7,74,,29.3,29.6,767181,758215,82,82.9,,0.2,,0,0,758215,222220,0,,26498,26498,0,,3,Multifamily Housing,25898,Parking,600,,,,No Issue,Compliant
28039,4319200655,2019,Multifamily LR (1-4),OLYMPIC MANOR APTS & SHOPS,1,SOUTHWEST,1978,3504 SW WEBSTER ST,SEATTLE,WA,98126,47.53594,-122.37703,Multifamily Housing,,Multifamily LR (1-4),4.1,,,23.4,23.4,671770,672531,65.7,65.6,,0.1,,0,0,672531,197108,0,,28683,28683,0,,3,Multifamily Housing,25091,Retail Store,3592,Parking,0,,Account Requires Verification,Not Compliant
28046,4340300000,2019,Multifamily LR (1-4),LINDEN PARK CONDOMINIUM,5,NORTHWEST,1982,13717 LINDEN AVE N,SEATTLE,WA,98133,47.72826,-122.34861,Multifamily Housing,,Multifamily LR (1-4),14.2,94,,27.2,27,2276044,2295748,76.2,75.6,,0.1,,0,0,2295748,672845,0,,96869,96869,0,,3,Multifamily Housing,84327,Parking,10034,,,,No Issue,Compliant
28048,4358700215,2019,Multifamily LR (1-4),MERIDIAN PLACE APTS (BLDGS E & F),5,NORTHWEST,1986,1800 N 107TH ST,SEATTLE,WA,98133,47.70706,-122.33527,Multifamily Housing,,Multifamily LR (1-4),7.1,89,,22.3,22.1,1134504,1144397,62.4,61.9,,0.2,,0,0,1144397,335404,0,,51908,42045,9863,,3,Multifamily Housing,51337,,,,,,No Issue,Compliant
28049,4358700216,2019,Multifamily LR (1-4),MERIDIAN PLACE APTS (BLDG A),5,NORTHWEST,1987,10701 MERIDIAN AVE N,SEATTLE,WA,98133,47.70705,-122.33444,Multifamily Housing,,Multifamily LR (1-4),7.1,73,,26.7,26.5,1137190,1145062,74.8,74.3,,0.2,,0,0,1145062,335599,0,,46339,36278,10061,,4,Multifamily Housing,42842,,,,,,No Issue,Compliant
28050,4358700220,2019,Multifamily LR (1-4),MERIDIAN PLACE APTS (BLDG B),5,NORTHWEST,1987,10711 MERIDIAN AVE N,SEATTLE,WA,98133,47.70735,-122.33462,Multifamily Housing,,Multifamily LR (1-4),5.9,90,,22.1,21.9,947990,956318,61.9,61.3,,0.2,,0,0,956318,280281,0,,43245,38311,4934,,4,Multifamily Housing,43288,,,,,,No Issue,Compliant
28051,4358700225,2019,Multifamily LR (1-4),MERIDIAN PLACE (BLDGS C & D),5,NORTHWEST,1989,10721 MERIDIAN AVE N,SEATTLE,WA,98133,47.70761,-122.33449,Multifamily Housing,,Multifamily LR (1-4),10.3,77,,28.3,28.1,1658054,1671170,79.3,78.6,,0.2,,0,0,1671170,489792,0,,56800,56800,0,,4,Multifamily Housing,59039,,,,,,No Issue,Compliant
28053,4361200005,2019,NonResidential,CONGREGATION BETH SHALOM,4,NORTHEAST,1955,6800 35TH AVE NE,SEATTLE,WA,98115,47.67816,-122.28998,Worship Facility,,Worship Facility,25.9,59,,31.1,30.9,897188,902907,60.9,60.7,,0.9,,432250,4322,470657,137942,0,,29079,29079,0,,1,Worship Facility,29079,,,,,,No Issue,Compliant
28067,7377600010,2019,Multifamily LR (1-4),COLONY SURF APTS,2,SOUTHEAST,1967,9551 RAINIER AVE S,SEATTLE,WA,98118,47.52,-122.26034,Multifamily Housing,,Multifamily LR (1-4),7.3,82,,32.1,32.5,1192073,1178219,90,91,,0.2,,0,0,1178219,345316,0,,42816,42816,0,,4,Multifamily Housing,36675,Parking,0,,,,No Issue,Compliant
28068,7398000000,2019,Multifamily HR (10+),ROLLIN STREET,7,LAKE UNION,2007,120 WESTLAKE AVE N,SEATTLE,WA,98109,47.61921,-122.33807,Multifamily Housing,,Multifamily HR (10+),590.4,21,,74.7,74.9,16509936,16448542,126.3,126.4,,1.9,,10415639,104156,6032904,1768143,0,,399935,308030,91905,,11,Multifamily Housing,220280,Parking,19285,,,,No Issue,Compliant
28081,7442000545,2019,NonResidential,BROWN BEAR CAR WASH,6,SHARED: BALLARD &amp; LAKE UNION,1988,3977 LEARY WAY NW,SEATTLE,WA,98107,47.65564,-122.36191,Office,,Office,25.7,65,,43.1,43.8,955182,940552,86.7,87.4,,1.3,,425003,4250,515549,151099,0,,20535,20535,0,,2,Office,13600,Distribution Center,8200,,,,No Issue,Compliant
28086,7442001430,2019,NonResidential,ENVIRONMENTAL LAB - KING COUNTY,7,MAGNOLIA / QUEEN ANNE,1985,322 W EWING ST,SEATTLE,WA,98119,47.65223,-122.36147,Laboratory,,Laboratory,315.9,,,291.1,293.4,10639159,10554660,557.2,559.6,,8.7,,5344025,53440,5210636,1527150,0,,46024,36256,9768,,2,Laboratory,29527,Parking,9768,Other,6729,,No Issue,Compliant
28089,7442700000,2019,Multifamily HR (10+),ROSS MANOR,7,DOWNTOWN,1984,1420 WESTERN AVE,SEATTLE,WA,98101,47.60806,-122.34037,Multifamily Housing,,Multifamily HR (10+),15.6,,,35.8,36.4,2580125,2536241,100.1,101.8,,0.2,,0,0,2536241,743330,0,,70939,70939,0,,12,Multifamily Housing,67133,Retail Store,3806,,,,No Issue,Compliant
28476,5367201155,2019,NonResidential,NWCP MAYNARD,2,GREATER DUWAMISH,1965,6100 6TH AVE S,SEATTLE,WA,98108,47.54769,-122.3251,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,1.8,81,,9.7,9.7,297650,297650,27.1,27.1,,0.1,,0,0,297650,87236,0,,30800,30800,0,,1,Non-Refrigerated Warehouse,30800,,,,,,No Issue,Compliant
28733,8632880000,2019,Multifamily MR (5-9),Thorton Place Apartments Building 2,5,NORTH,2008,337 NE THORNTON PL,SEATTLE,WA,98125,47.70279,-122.32434,Multifamily Housing,,Multifamily MR (5-9),30.6,,,39.8,39.9,4964294,4962284,111.6,111.6,,0.2,,0,0,4962283,1454362,0,,124642,124642,0,,7,Multifamily Housing,110172,Retail Store,6933,Restaurant,3389,,No Issue,Compliant
28734,8632880000,2019,Multifamily MR (5-9),Thorton Place Apartments Building 3,5,NORTH,2008,307 NE THORNTON PL,SEATTLE,WA,98125,47.70222,-122.32532,Multifamily Housing,,Multifamily MR (5-9),16.6,98,,23.3,23.3,2699642,2699300,65.3,65.3,,0.1,,0,0,2699300,791120,0,,120520,120520,0,,7,Multifamily Housing,110604,Other,3043,Restaurant,2159,,No Issue,Compliant
28735,8632870000,2019,Multifamily LR (1-4),Thornton Place Apartments Building 4,5,NORTH,2008,400 NE THORNTON PL,SEATTLE,WA,98125,47.70188,-122.32459,Multifamily Housing,,Multifamily LR (1-4),555.6,1,,134.6,135.9,14100497,13962234,208.2,210,,5.4,,10001377,100014,3960858,1160861,0,,102522,102522,0,,4,Multifamily Housing,103723,,,,,,Account Requires Verification,Not Compliant
28874,2926049579,2019,Multifamily LR (1-4),CEDARVALE VILLAGE,5,SHARED: NORTH &amp; NORTHWEST,1970,11222 8TH AVE NE,SEATTLE,WA,98125,47.71025,-122.3202,Multifamily Housing,,Multifamily LR (1-4),5,97,,26.4,26.7,828537,817792,73.9,74.9,,0.2,,0,0,817792,239681,0,,30984,30984,0,,2,Multifamily Housing,30984,,,,,,No Issue,Compliant
29069,1180001715,2019,Multifamily LR (1-4),THE LAKESHORE,#N/A,,1995,11448 RAINIER AVE S,SEATTLE,WA,98178,,,Senior Care Community,,Multifamily LR (1-4),144,,,46.4,46.5,6157318,6139447,100,100.4,,1.2,,2260760,22608,3878687,1136778,0,,124930,124930,0,,3,Senior Care Community,132284,,,,,,No Issue,Compliant
29125,939000040,2019,Multifamily MR (5-9),MORRISON HOTEL LLC,7,DOWNTOWN,1908,501 3RD AVE,SEATTLE,WA,98104,47.60219,-122.3313,Multifamily Housing,,Multifamily MR (5-9),489.4,4,,114.4,116.4,16285114,15998559,216.1,219.4,,3.5,,8323205,83232,7675355,2249518,0,,159840,139860,19980,,7,Multifamily Housing,119880,Office,19980,Parking,19980,,No Issue,Compliant
29148,1480400051,2019,Multifamily LR (1-4),RAINIER HOUSE,2,SOUTHEAST,2008,5270 RAINIER AVE S,SEATTLE,WA,98118,47.55455,-122.2814,Multifamily Housing,,Multifamily LR (1-4),125.8,12,,73.6,75,3280048,3217274,115.6,117.1,,2.9,,2257943,22579,959332,281164,0,,43732,43732,0,,4,Multifamily Housing,43732,,,,,,No Issue,Compliant
29170,1562700010,2019,NonResidential,CHIEF SEATTLE CLUB/MONTEREY LOFTS,7,DOWNTOWN,1900,410 2ND AVE,SEATTLE,WA,98104,47.60122,-122.33113,Mixed Use Property,,Mixed Use Property,51.5,,,81.1,80.7,1788385,1796845,159,158.6,,2.3,,861245,8612,935599,274208,0,,22168,22168,0,,3,Multifamily Housing,11084,Other - Entertainment/Public Assembly,11084,,,,No Issue,Compliant
29310,7954000005,2019,Multifamily LR (1-4),MT BAKER VILLAGE APTS 4,2,SOUTHEAST,1960,2541 29TH AVE S,SEATTLE,WA,98144,47.57963,-122.29548,Multifamily Housing,,Multifamily LR (1-4),2.7,97,,20.3,20.3,430756,430756,56.9,56.9,,0.1,,0,0,430755,126247,0,,21200,21200,0,,4,Multifamily Housing,21200,,,,,,No Issue,Compliant
29312,7954000005,2019,Multifamily LR (1-4),MT BAKER VILLAGE APTS 6,2,SOUTHEAST,1960,2555 29TH AVE S,SEATTLE,WA,98144,47.57927,-122.29548,Multifamily Housing,,Multifamily LR (1-4),2.6,98,,19.8,19.8,419938,419020,55.3,55.5,,0.1,,0,0,419020,122808,0,,21200,21200,0,,4,Multifamily Housing,21200,,,,,,No Issue,Compliant
29315,7954000005,2019,Multifamily LR (1-4),MT BAKER VILLAGE APTS 9,2,SOUTHEAST,1960,2580 29TH AVE S,SEATTLE,WA,98144,47.57854,-122.29488,Multifamily Housing,,Multifamily LR (1-4),3.1,,,25,25.3,515110,509359,70,70.8,,0.2,,0,0,509359,149285,0,,20365,20365,0,,4,Multifamily Housing,20365,,,,,,No Issue,Compliant
29390,1142002395,2019,Multifamily MR (5-9),COMMODORE DUCHESS APTS (UW HOUSING),4,NORTHEAST,1925,4005 15TH AVE NE,SEATTLE,WA,98105,47.6557,-122.31244,Multifamily Housing,,Multifamily MR (5-9),476.9,20,,103.3,105.2,10301922,10118447,145.4,147.6,,4.9,,65351,654,1298370,380530,8754726,,97923,97923,0,,8,Multifamily Housing,97923,,,,,,No Issue,Compliant
29448,1129500010,2019,Multifamily LR (1-4),BROADWAY AND PINE,3,EAST,2006,1531 BROADWAY,SEATTLE,WA,98122,47.61497,-122.32108,Multifamily Housing,,Multifamily LR (1-4),33.1,99,,31.2,31.3,1780200,1769989,72.7,73.1,,0.4,,472376,4724,1297613,380309,0,,74202,74202,0,,4,Multifamily Housing,45834,Parking,21854,Retail Store,10972,,Account Requires Verification,Not Compliant
29550,8809700040,2019,NonResidential,605 UNION STATION,2,DOWNTOWN,2000,605 5TH AVE S,SEATTLE,WA,98104,47.59705,-122.32813,Office,,Office,82,87,,49.6,49.6,13297926,13297926,138.9,138.9,,0.3,,0,0,13297925,3897399,0,,268130,268130,0,,11,Office,268130,,,,,,No Issue,Compliant
29551,8809700040,2019,NonResidential,625 UNION STATION,2,DOWNTOWN,2000,625 5TH AVE S,SEATTLE,WA,98104,47.59706,-122.32813,Office,,Office,22.9,72,,54.3,54.9,3756459,3719330,152.1,153.7,,0.3,,0,0,3719329,1090073,0,,68452,68452,0,,11,Office,61665,Bank Branch,6787,,,,No Issue,Compliant
29552,8809700040,2019,NonResidential,705 UNION STATION,2,DOWNTOWN,2000,705 5TH AVE S,SEATTLE,WA,98104,47.59634,-122.32807,Office,,Office,78.7,74,,45.4,45.4,12769580,12769580,127,127,,0.3,,0,0,12769581,3742550,0,,273185,273185,0,,11,Office,281566,,,,,,No Issue,Compliant
29612,1025049038,2019,NonResidential,THE VILLA ACADEMY - MAIN BLDG & GYM,4,NORTHEAST,1924,5001 NE 50TH ST,SEATTLE,WA,98105,47.66364,-122.27341,K-12 School,,K-12 School,206.1,79,,38.5,39.6,5109605,4970974,57.2,58.5,,2.1,,3738385,37384,1232589,361251,0,,97500,97500,0,,3,K-12 School,129000,,,,,,No Issue,Compliant
29788,7015350000,2019,NonResidential,QUEEN ANNE SQUARE WEST,7,MAGNOLIA / QUEEN ANNE,1982,220 W MERCER ST,SEATTLE,WA,98119,47.62495,-122.36036,Office,,Office,16.5,77,,48.6,48.6,2675735,2675735,136,136,,0.3,,0,0,2675735,784213,0,,54015,54015,0,,5,Office,55105,,,,,,No Issue,Compliant
29792,7579200260,2019,Multifamily LR (1-4),ELAN 41 (Used to be JEFFERSON SQUARE APARTMENTS),1,SOUTHWEST,1987,4100 SW EDMUNDS ST,SEATTLE,WA,98116,47.5596,-122.38459,Multifamily Housing,,Multifamily LR (1-4),12.3,99,,25.3,25.3,2000175,2001778,70.9,70.8,,0.2,,0,0,2001778,586688,0,,79052,55052,24000,,3,Multifamily Housing,79052,Parking,24000,,,,No Issue,Compliant
