,Unnamed: 0,OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,NaturalGas(kBtu),Electricity(kBtu),SteamUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,OSE Building Type,LargestPropertyUseType OSE,SecondLargestPropertyUseType OSE,ThirdLargestPropertyUseType OSE,LargestPropertyUseType OSE GFA for Policy,SecondLargestPropertyUseType OSE GFA for Policy,ThirdLargestPropertyUseType OSE GFA for Policy,Total GFA for Policy,LargestPropertyUseType Percent GFA,SecondLargestPropertyUseType Percent GFA,ThirdLargestPropertyUseType Percent GFA,sq_ft_classification
2720,2753,26994,5332200210,2019,NonResidential,ARBORETUM COURT II,1288851,1356404,0,21036,21036,0,Parking,11021.0,Fitness Center/Health Club/Gym,8164.0,Office,7280.0,NonResidential,,Recreation,Office,11021.0,8164.0,7280.0,26465.0,0.4164368033251464,0.3084829019459664,0.2750802947288872,E
2721,2754,26995,5247802325,2019,Multifamily MR (5-9),MILWAUKEE APARTMENTS,0,1560056,0,81120,81120,0,Multifamily Housing,37000.0,Parking,6000.0,Retail Store,6000.0,Multifamily,Multifamily Housing,,Retail Store,37000.0,6000.0,6000.0,49000.0,0.7551020408163265,0.1224489795918367,0.1224489795918367,D
2722,2755,26997,5335200281,2019,NonResidential,UNIVERSITY CENTER (TRADER JOE'S - AAA- UW CoMotion),0,6890026,0,122108,81008,41100,Office,66868.0,Parking,50004.0,Retail Store,16710.0,NonResidential,Office,,Retail Store,66868.0,50004.0,16710.0,133582.0,0.5005764249674357,0.3743318710604722,0.125091703972092,B
2723,2756,27007,5364200005,2019,NonResidential,SEATTLE COMMUNITY CHURCH,0,86444,0,20039,20039,0,Worship Facility,20039.0,,,,,NonResidential,Worship Facility,,,20039.0,0.0,0.0,20039.0,1.0,0.0,0.0,E
2724,2757,27008,5364200330,2019,SPS-District K-12,LAURELHURST K-8 (SPS-DISTRICT),2092615,562075,0,54943,54943,0,K-12 School,57247.0,,,,,Campus,K-12 School,,,57247.0,0.0,0.0,57247.0,1.0,0.0,0.0,C
2725,2758,27013,5367200820,2019,NonResidential,NORTHWEST WHOLESALE FLORISTS,229677,828726,0,44476,44476,0,Non-Refrigerated Warehouse,41256.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,41256.0,0.0,0.0,41256.0,1.0,0.0,0.0,D
2726,2759,27016,5367201500,2019,NonResidential,PACIFIC GEORGETOWN CENTER LLC,0,685748,0,35017,35017,0,Office,19785.0,Non-Refrigerated Warehouse,10234.0,Parking,0.0,NonResidential,Office,Non-Refrigerated Warehouse,,19785.0,10234.0,0.0,30019.0,0.659082581032013,0.3409174189679869,0.0,D
2727,2760,27020,8823902825,2019,NonResidential,ALPHA DELTA PI SORORITY,922766,495063,0,29084,29084,0,Residence Hall/Dormitory,26000.0,,,,,NonResidential,Residence Hall/Dormitory,,,26000.0,0.0,0.0,26000.0,1.0,0.0,0.0,E
2728,2761,27029,8816400265,2019,Multifamily MR (5-9),WILSONIAN APARTMENTS,5071486,840672,0,100234,100234,0,Multifamily Housing,100234.0,,,,,Multifamily,Multifamily Housing,,,100234.0,0.0,0.0,100234.0,1.0,0.0,0.0,B
2729,2762,27033,8842400090,2019,Multifamily LR (1-4),SAMAKI COMMONS,680804,784583,0,37361,37361,0,Multifamily Housing,37361.0,,,,,Multifamily,Multifamily Housing,,,37361.0,0.0,0.0,37361.0,1.0,0.0,0.0,D
2730,2763,27039,8847600000,2019,Multifamily LR (1-4),UPTOWN CONDO,488476,738047,0,35655,35655,0,Multifamily Housing,24389.0,Retail Store,5516.0,,,Multifamily,Multifamily Housing,Retail Store,,24389.0,5516.0,0.0,29905.0,0.8155492392576492,0.1844507607423507,0.0,E
2731,2764,27040,8847700000,2019,Multifamily LR (1-4),URBAN LEAGUE VILLAGE,370124,1534529,0,48441,48441,0,Multifamily Housing,29302.0,Museum,19139.0,,,Multifamily,Multifamily Housing,Entertainment/Public Assembly,,29302.0,19139.0,0.0,48441.0,0.6049008071674821,0.3950991928325179,0.0,D
2732,2765,27042,8849050000,2019,Multifamily MR (5-9),UWAJIMAYA VILLAGE,4731150,14239317,0,294707,223150,71557,Multifamily Housing,156378.0,Parking,71557.0,Supermarket/Grocery Store,66727.0,Multifamily,Multifamily Housing,,Supermarket/Grocery Store,156378.0,71557.0,66727.0,294662.0,0.5307029749339922,0.2428443436887009,0.2264526813773068,A
2733,2766,27047,8892300000,2019,Multifamily MR (5-9),VEER LOFTS,0,2668266,0,103931,103931,0,Multifamily Housing,82247.0,Parking,30900.0,,,Multifamily,Multifamily Housing,,,82247.0,30900.0,0.0,113147.0,0.7269039391234412,0.2730960608765588,0.0,B
2734,2767,27049,8894400000,2019,Multifamily LR (1-4),VERANDAS ON QUEEN ANNE CONDOMINIUM,0,612891,0,36115,36115,0,Multifamily Housing,30106.0,,,,,Multifamily,Multifamily Housing,,,30106.0,0.0,0.0,30106.0,1.0,0.0,0.0,D
2735,2768,27059,9831200640,2019,Multifamily LR (1-4),700 BROADWAY APARTMENTS,558909,1709906,0,88426,56867,31559,Multifamily Housing,58849.0,Parking,29868.0,Strip Mall,4312.0,Multifamily,Multifamily Housing,,Retail Store,58849.0,29868.0,4312.0,93029.0,0.6325876877102838,0.3210611744724763,0.0463511378172397,B
2736,2769,27071,3880400005,2019,Multifamily HR (10+),BAYVIEW MANOR,0,9936573,0,241387,197819,43568,Senior Care Community,186486.0,Parking,43568.0,Office,11335.0,Multifamily,Senior Living Community,,Office,186486.0,43568.0,11335.0,241389.0,0.7725538446242373,0.1804887546657055,0.0469574007100572,A
2737,2770,27080,3881900570,2019,NonResidential,CHURCH,412262,141313,0,22952,22952,0,Worship Facility,22962.0,Parking,0.0,,,NonResidential,Worship Facility,,,22962.0,0.0,0.0,22962.0,1.0,0.0,0.0,E
2738,2771,27081,3902100225,2019,Multifamily MR (5-9),SOUNDVIEW,0,1917329,0,108066,75630,32436,Multifamily Housing,71549.0,Retail Store,4081.0,,,Multifamily,Multifamily Housing,Retail Store,,71549.0,4081.0,0.0,75630.0,0.9460399312442151,0.0539600687557847,0.0,C
2739,2772,27082,3902100255,2019,Multifamily LR (1-4),CONTINENTAL APTS,0,586343,0,26528,26528,0,Multifamily Housing,26528.0,,,,,Multifamily,Multifamily Housing,,,26528.0,0.0,0.0,26528.0,1.0,0.0,0.0,E
2740,2774,27090,6093190000,2019,Multifamily LR (1-4),911 CONDOMINIUM,236766,319491,0,20851,20851,0,Multifamily Housing,20851.0,,,,,Multifamily,Multifamily Housing,,,20851.0,0.0,0.0,20851.0,1.0,0.0,0.0,E
2741,2775,27095,6094190000,2019,Multifamily LR (1-4),1926 FAIRVIEW CONDOMINIUM,572673,795468,0,36792,36792,0,Multifamily Housing,36792.0,Parking,12960.0,,,Multifamily,Multifamily Housing,,,36792.0,12960.0,0.0,49752.0,0.7395079594790159,0.260492040520984,0.0,D
2742,2776,27096,6094200000,2019,Multifamily LR (1-4),9800 ROOSEVELT CONDOMINIUM,198927,524954,0,23512,23512,0,Multifamily Housing,23512.0,,,,,Multifamily,Multifamily Housing,,,23512.0,0.0,0.0,23512.0,1.0,0.0,0.0,E
2743,2777,27097,6094250000,2019,Multifamily LR (1-4),19TH AVE LOFTS,930114,901963,0,49518,49518,0,Multifamily Housing,49528.0,,,,,Multifamily,Multifamily Housing,,,49528.0,0.0,0.0,49528.0,1.0,0.0,0.0,D
2744,2778,27100,6094680000,2019,Multifamily HR (10+),FOUR SEASONS HOTEL & 99 UNION STREET PRIVATE RESIDENCES,17525339,22990967,18681324,455883,401964,53919,Hotel,226686.0,Multifamily Housing,169649.0,Parking,53919.0,Multifamily,Hotel,Multifamily Housing,,226686.0,169649.0,53919.0,450254.0,0.5034624900611655,0.3767851035193468,0.1197524064194876,A
2745,2779,27102,6096000215,2019,Multifamily MR (5-9),FIFTH AVE APTS,0,713557,0,28277,28277,0,Multifamily Housing,21910.0,Parking,3300.0,,,Multifamily,Multifamily Housing,,,21910.0,3300.0,0.0,25210.0,0.8690995636652122,0.1309004363347878,0.0,E
2746,2780,27103,6096000220,2019,Multifamily LR (1-4),TOWNE VUE MANOR,239781,379344,0,21602,21602,0,Multifamily Housing,21602.0,,,,,Multifamily,Multifamily Housing,,,21602.0,0.0,0.0,21602.0,1.0,0.0,0.0,E
2747,2781,49712,7666207075,2019,NonResidential,HOME PLATE CENTER BLDG A,168676,11543106,0,202428,157345,45083,Office,157345.0,,,,,NonResidential,Office,,,157345.0,0.0,0.0,157345.0,1.0,0.0,0.0,B
2748,2782,27107,6105800000,2019,Multifamily MR (5-9),NOMA,375293,2635530,0,109222,109222,0,Multifamily Housing,109222.0,Parking,44616.0,,,Multifamily,Multifamily Housing,,,109222.0,44616.0,0.0,153838.0,0.7099806289733356,0.2900193710266644,0.0,B
2749,2783,27114,6126600815,2019,Multifamily LR (1-4),THUNDERBIRD APTS,0,570777,0,21596,21596,0,Multifamily Housing,21596.0,,,,,Multifamily,Multifamily Housing,,,21596.0,0.0,0.0,21596.0,1.0,0.0,0.0,E
2750,2784,27117,5367201635,2019,NonResidential,N W WAREHOUSE,219785,232009,0,21040,21040,0,Non-Refrigerated Warehouse,21040.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,21040.0,0.0,0.0,21040.0,1.0,0.0,0.0,E
2751,2785,27122,5367201865,2019,NonResidential,CEDAR HEIGHTS,987427,403458,0,28032,28032,0,Non-Refrigerated Warehouse,30000.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,30000.0,0.0,0.0,30000.0,1.0,0.0,0.0,E
2752,2786,27131,5367204010,2019,NonResidential,PACIFIC RUBBER,600424,164585,0,25620,25620,0,Distribution Center,25620.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,25620.0,0.0,0.0,25620.0,1.0,0.0,0.0,E
2753,2787,27141,5391600310,2019,NonResidential,TSUE CHONG FOODS,0,1541131,0,33238,33238,0,Non-Refrigerated Warehouse,33238.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,33238.0,0.0,0.0,33238.0,1.0,0.0,0.0,D
2754,2788,27142,5392100010,2019,NonResidential,ST JAMES CATHEDRAL PLACE,797272,573176,0,27800,27800,0,K-12 School,11093.0,,,,,NonResidential,K-12 School,,,11093.0,0.0,0.0,11093.0,1.0,0.0,0.0,F
2755,2789,27144,5530300000,2019,Multifamily LR (1-4),MILL STREET CONDOMINIUM,0,736499,0,26255,26255,0,Multifamily Housing,26255.0,,,,,Multifamily,Multifamily Housing,,,26255.0,0.0,0.0,26255.0,1.0,0.0,0.0,E
2756,2790,27145,5530500010,2019,NonResidential,MILLENNIUM TOWER COMMERCIAL PORTION ONLY,1402368,12968483,0,306027,227978,78049,Office,222807.0,Parking,98484.0,Other - Lodging/Residential,59761.0,NonResidential,Office,,Hotel,222807.0,98484.0,59761.0,381052.0,0.5847154719040971,0.2584529145628418,0.1568316135330611,A
2757,2791,27146,5532000000,2019,Multifamily LR (1-4),MILLER PLACE CONDOMINIUM,0,436058,0,21158,21158,0,Multifamily Housing,17635.0,,,,,Multifamily,Multifamily Housing,,,17635.0,0.0,0.0,17635.0,1.0,0.0,0.0,F
2758,2792,27154,5569660000,2019,Multifamily LR (1-4),MONIQUE LOFTS CONDOMINIUM,1185101,888404,0,26355,26355,0,Multifamily Housing,26355.0,,,,,Multifamily,Multifamily Housing,,,26355.0,0.0,0.0,26355.0,1.0,0.0,0.0,E
2759,2793,27160,5607950000,2019,Multifamily MR (5-9),MONTREUX CONDOMINIUM,443772,2238424,0,74162,74162,0,Multifamily Housing,62285.0,Parking,4000.0,Restaurant,597.0,Multifamily,Multifamily Housing,,Restaurant,62285.0,4000.0,597.0,66882.0,0.9312670075655632,0.0598068239586136,0.008926168475823,C
2760,2794,27162,5637500005,2019,NonResidential,WEST SEATTLE THRIFTWAY,4316284,5376230,0,33706,33706,0,Supermarket/Grocery Store,31746.0,,,,,NonResidential,Supermarket/Grocery Store,,,31746.0,0.0,0.0,31746.0,1.0,0.0,0.0,D
2761,2795,27166,5649600035,2019,Multifamily LR (1-4),CRESCENT APTS,0,1027027,0,27984,27984,0,Multifamily Housing,27984.0,,,,,Multifamily,Multifamily Housing,,,27984.0,0.0,0.0,27984.0,1.0,0.0,0.0,E
2762,2796,27184,7443001620,2019,NonResidential,WAREHOUSE,402695,444870,0,37600,37600,0,Non-Refrigerated Warehouse,18400.0,Other,16200.0,Office,3000.0,NonResidential,Non-Refrigerated Warehouse,Other,Office,18400.0,16200.0,3000.0,37600.0,0.4893617021276595,0.4308510638297872,0.0797872340425532,D
2763,2797,27189,7449000010,2019,Multifamily HR (10+),DENNY TERRACE,0,6309399,0,139127,139127,0,Multifamily Housing,139127.0,,,,,Multifamily,Multifamily Housing,,,139127.0,0.0,0.0,139127.0,1.0,0.0,0.0,B
2764,2798,27192,7449000105,2019,Multifamily LR (1-4),THE ILIAD,0,0,0,26153,22729,3424,Multifamily Housing,22729.0,Parking,2739.0,,,Multifamily,Multifamily Housing,,,22729.0,2739.0,0.0,25468.0,0.8924532746976598,0.1075467253023401,0.0,E
2765,2799,27195,7449500005,2019,Multifamily MR (5-9),BILTMORE APARTMENTS,8356890,1069605,0,95611,95611,0,Multifamily Housing,95611.0,,,,,Multifamily,Multifamily Housing,,,95611.0,0.0,0.0,95611.0,1.0,0.0,0.0,B
2766,2800,27196,7449500025,2019,Multifamily MR (5-9),FANEUIL HALL,480588,788108,0,32980,30259,2721,Multifamily Housing,32980.0,,,,,Multifamily,Multifamily Housing,,,32980.0,0.0,0.0,32980.0,1.0,0.0,0.0,D
2767,2801,27198,7457200000,2019,Multifamily HR (10+),ROYAL CREST CONDOMINIUM,1057282,4245698,0,187080,187080,0,Multifamily Housing,181135.0,Retail Store,5410.0,,,Multifamily,Multifamily Housing,Retail Store,,181135.0,5410.0,0.0,186545.0,0.9709989546758157,0.0290010453241845,0.0,B
2768,2802,27199,7458000000,2019,Multifamily HR (10+),ROYAL MANOR CONDOMINIUM,0,3623373,0,94000,94000,0,Multifamily Housing,74982.0,,,,,Multifamily,Multifamily Housing,,,74982.0,0.0,0.0,74982.0,1.0,0.0,0.0,C
2769,2803,27201,7458500000,2019,Multifamily LR (1-4),ROYAL OAK CONDOMINIUM,0,853086,0,35333,35333,0,Multifamily Housing,30933.0,Parking,4400.0,,,Multifamily,Multifamily Housing,,,30933.0,4400.0,0.0,35333.0,0.8754705233068236,0.1245294766931763,0.0,D
2770,2804,27203,7459880000,2019,Multifamily LR (1-4),ROYCROFT CONDOMINIUM,280867,1081140,0,39331,39331,0,Multifamily Housing,49826.0,Parking,14400.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",2908.0,Multifamily,Multifamily Housing,,Services,49826.0,14400.0,2908.0,67134.0,0.7421872672565317,0.2144963803735812,0.043316352369887,C
2771,2805,27204,7459970000,2019,Multifamily LR (1-4),RUBY,0,1298530,0,57486,57486,0,Multifamily Housing,48438.0,Retail Store,9048.0,,,Multifamily,Multifamily Housing,Retail Store,,48438.0,9048.0,0.0,57486.0,0.8426051560379919,0.1573948439620081,0.0,C
2772,2806,27205,7474900060,2019,SPS-District K-12,VIEWLANDS ELEMENTARY (SPS-DISTRICT),1031817,994122,0,42128,42128,0,K-12 School,43920.0,,,,,Campus,K-12 School,,,43920.0,0.0,0.0,43920.0,1.0,0.0,0.0,D
2773,2807,27212,4387800000,2019,Multifamily LR (1-4),LOCKHAVEN CONDOMINIUM,1683093,1550095,0,77966,77966,0,Multifamily Housing,77966.0,Parking,25921.0,Swimming Pool,0.0,Multifamily,Multifamily Housing,,Recreation,77966.0,25921.0,0.0,103887.0,0.7504885115558251,0.2495114884441749,0.0,B
2774,2808,27213,4395400000,2019,Multifamily LR (1-4),LOCKSHORE CONDOMINIUM,41415,787934,0,28944,28944,0,Multifamily Housing,24111.0,Swimming Pool,0.0,,,Multifamily,Multifamily Housing,Recreation,,24111.0,0.0,0.0,24111.0,1.0,0.0,0.0,E
2775,2809,27216,4397500000,2019,Multifamily MR (5-9),LOFTS THE CONDOMINIUM,187410,604953,0,30189,30189,0,Multifamily Housing,30189.0,Parking,8614.0,,,Multifamily,Multifamily Housing,,,30189.0,8614.0,0.0,38803.0,0.7780068551400665,0.2219931448599335,0.0,D
2776,2810,27218,4400200020,2019,Multifamily LR (1-4),CAPITOL COURT,428931,797286,0,44432,27074,17358,Multifamily Housing,21930.0,Parking,17755.0,Other,2906.0,Multifamily,Multifamily Housing,,Other,21930.0,17755.0,2906.0,42591.0,0.5148975135592027,0.416872109131037,0.0682303773097602,D
2777,2811,27225,4432600005,2019,Multifamily LR (1-4),ADMIRAL APARTMENTS,303687,489853,0,23671,23671,0,Multifamily Housing,23671.0,,,,,Multifamily,Multifamily Housing,,,23671.0,0.0,0.0,23671.0,1.0,0.0,0.0,E
2778,2812,27232,5498000000,2019,Multifamily LR (1-4),MEZZO CONDOMINIUM,0,662953,0,20380,20380,0,Multifamily Housing,18681.0,Parking,8100.0,,,Multifamily,Multifamily Housing,,,18681.0,8100.0,0.0,26781.0,0.6975467682312086,0.3024532317687913,0.0,E
2779,2813,27234,5511900000,2019,Multifamily LR (1-4),MIDORI,457138,518885,0,29808,29808,0,Multifamily Housing,25586.0,Parking,4222.0,,,Multifamily,Multifamily Housing,,,25586.0,4222.0,0.0,29808.0,0.8583601717659689,0.1416398282340311,0.0,E
2780,2814,27235,5512100000,2019,Multifamily LR (1-4),MIDTOWN,0,666374,0,27878,27878,0,Multifamily Housing,23084.0,,,,,Multifamily,Multifamily Housing,,,23084.0,0.0,0.0,23084.0,1.0,0.0,0.0,E
2781,2815,27241,7502500018,2019,Multifamily LR (1-4),LUDLOW APTS,588835,907497,0,23597,23597,0,Multifamily Housing,31328.0,Retail Store,6381.0,Fast Food Restaurant,1724.0,Multifamily,Multifamily Housing,Retail Store,Restaurant,31328.0,6381.0,1724.0,39433.0,0.7944614916440544,0.161818781223848,0.0437197271320974,D
2782,2816,27243,7502500035,2019,Multifamily MR (5-9),1404 BOYLSTON (2019),648327,818273,0,52253,52253,0,Multifamily Housing,51033.0,,,,,Multifamily,Multifamily Housing,,,51033.0,0.0,0.0,51033.0,1.0,0.0,0.0,C
2783,2817,27245,7502500061,2019,Multifamily LR (1-4),ST JOHNS APT & STORE,1706372,914822,0,24682,24682,0,Multifamily Housing,17822.0,Retail Store,6085.0,,,Multifamily,Multifamily Housing,Retail Store,,17822.0,6085.0,0.0,23907.0,0.7454720374785627,0.2545279625214372,0.0,E
2784,2818,27252,5649600172,2019,Multifamily MR (5-9),GREENHOUSE APARTMENTS (2013),1049308,1900668,0,121773,96205,25568,Multifamily Housing,92278.0,Parking,22680.0,,,Multifamily,Multifamily Housing,,,92278.0,22680.0,0.0,114958.0,0.8027105551592756,0.1972894448407244,0.0,B
2785,2819,27258,5652600299,2019,Multifamily LR (1-4),MORNINGSIDE APTS & RETAIL,0,892523,0,50095,34916,15179,Multifamily Housing,26170.0,Parking,15179.0,Other,2772.0,Multifamily,Multifamily Housing,,Other,26170.0,15179.0,2772.0,44121.0,0.5931415879059858,0.3440311869631241,0.06282722513089,D
2786,2820,27260,5677000000,2019,Multifamily HR (10+),MOSLER LOFTS,1438620,4077661,0,175353,175353,0,Multifamily Housing,138566.0,Parking,6876.0,Other,3212.0,Multifamily,Multifamily Housing,,Other,138566.0,6876.0,3212.0,148654.0,0.932137715769505,0.046255062090492,0.0216072221400029,B
2787,2821,27264,5680000965,2019,Multifamily LR (1-4),MAPLE LEAF APTS,0,757360,0,26245,26245,0,Multifamily Housing,26245.0,,,,,Multifamily,Multifamily Housing,,,26245.0,0.0,0.0,26245.0,1.0,0.0,0.0,E
2788,2822,27265,5687500010,2019,Multifamily LR (1-4),CITY WALK APARTMENTS,6620,0,0,103345,103345,0,Multifamily Housing,92010.0,Parking,16848.0,Swimming Pool,0.0,Multifamily,Multifamily Housing,,Recreation,92010.0,16848.0,0.0,108858.0,0.8452295651215345,0.1547704348784655,0.0,B
2789,2823,27266,5687500016,2019,Multifamily MR (5-9),NORTHPARK VILLA,0,1773014,0,93191,65434,27757,Multifamily Housing,65434.0,Parking,27757.0,,,Multifamily,Multifamily Housing,,,65434.0,27757.0,0.0,93191.0,0.7021493491860802,0.2978506508139198,0.0,B
2790,2824,27274,6701500000,2019,Multifamily LR (1-4),PEGASUS COURT CONDO,0,0,0,40317,40317,0,Multifamily Housing,28856.0,,,,,Multifamily,Multifamily Housing,,,28856.0,0.0,0.0,28856.0,1.0,0.0,0.0,E
2791,2825,27277,5693500825,2019,Multifamily LR (1-4),EVANSTON PLACE  APTS,0,472561,0,31500,24809,6691,Multifamily Housing,24809.0,Parking,6691.0,,,Multifamily,Multifamily Housing,,,24809.0,6691.0,0.0,31500.0,0.7875873015873016,0.2124126984126984,0.0,D
2792,2826,27294,6632300251,2019,Multifamily LR (1-4),APARTMENT & RETAIL,0,428528,0,21520,21520,0,Multifamily Housing,21520.0,,,,,Multifamily,Multifamily Housing,,,21520.0,0.0,0.0,21520.0,1.0,0.0,0.0,E
2793,2827,27295,6632300252,2019,Multifamily LR (1-4),22 UNIT APARTMENT,0,504614,0,21580,21580,0,Multifamily Housing,21580.0,,,,,Multifamily,Multifamily Housing,,,21580.0,0.0,0.0,21580.0,1.0,0.0,0.0,E
2794,2828,27296,6632300360,2019,Multifamily LR (1-4),EXECUTIVE ESTATES - BLDG E,0,2293819,0,97254,97254,0,Multifamily Housing,97141.0,,,,,Multifamily,Multifamily Housing,,,97141.0,0.0,0.0,97141.0,1.0,0.0,0.0,B
2795,2829,27297,6632300420,2019,Multifamily LR (1-4),JACKSON PARK APTS 36-UNITS,0,911107,0,28899,28899,0,Multifamily Housing,28899.0,,,,,Multifamily,Multifamily Housing,,,28899.0,0.0,0.0,28899.0,1.0,0.0,0.0,E
2796,2830,27298,6632300580,2019,Multifamily LR (1-4),EXECUTIVE ESTATES (BLDGS J & K),0,1222478,0,57496,57496,0,Multifamily Housing,57496.0,,,,,Multifamily,Multifamily Housing,,,57496.0,0.0,0.0,57496.0,1.0,0.0,0.0,C
2797,2831,27299,6632300581,2019,Multifamily LR (1-4),EXECUTIVE ESTATES (BLDGS N & R),0,1186418,0,48863,48863,0,Multifamily Housing,49334.0,,,,,Multifamily,Multifamily Housing,,,49334.0,0.0,0.0,49334.0,1.0,0.0,0.0,D
2798,2832,27300,6632300590,2019,Multifamily LR (1-4),"EXECUTIVE ESTATES (BLDGS A, B, C, D)",0,4340600,0,165694,149272,16422,Multifamily Housing,180194.0,,,,,Multifamily,Multifamily Housing,,,180194.0,0.0,0.0,180194.0,1.0,0.0,0.0,B
2799,2833,27301,6632300610,2019,Multifamily LR (1-4),"EXECUTIVE ESTATES (BLDGS F, G & H)",0,3207370,0,143369,127179,16190,Multifamily Housing,140047.0,Parking,6408.0,,,Multifamily,Multifamily Housing,,,140047.0,6408.0,0.0,146455.0,0.9562459458536752,0.0437540541463248,0.0,B
2800,2834,27302,6632300625,2019,Multifamily LR (1-4),EXECUTIVE ESTATES (BLDGS M & N),0,1871053,0,44230,44230,0,Multifamily Housing,79013.0,,,,,Multifamily,Multifamily Housing,,,79013.0,0.0,0.0,79013.0,1.0,0.0,0.0,C
2801,2835,27303,6632300641,2019,NonResidential,CENTURYLINK: EMERSON MAIN,0,6431460,0,47237,47237,0,Other,47661.0,,,,,NonResidential,Other,,,47661.0,0.0,0.0,47661.0,1.0,0.0,0.0,D
2802,2836,27304,6633050000,2019,Multifamily HR (10+),PARC-BELLTOWN,1716680,5261127,0,187139,187139,0,Multifamily Housing,187139.0,,,,,Multifamily,Multifamily Housing,,,187139.0,0.0,0.0,187139.0,1.0,0.0,0.0,B
2803,2837,27306,6633800000,2019,Multifamily MR (5-9),PARC ON SUMMIT CONDOMINIUM,0,1133124,0,57091,57091,0,Multifamily Housing,57118.0,,,,,Multifamily,Multifamily Housing,,,57118.0,0.0,0.0,57118.0,1.0,0.0,0.0,C
2804,2838,27321,7174800565,2019,Multifamily LR (1-4),VILLAGE VISTA APTS,0,851400,0,30240,30240,0,Multifamily Housing,30240.0,,,,,Multifamily,Multifamily Housing,,,30240.0,0.0,0.0,30240.0,1.0,0.0,0.0,D
2805,2839,27342,7181000000,2019,Multifamily LR (1-4),RAVEN-WOOD CONDOMINIUM,0,553123,0,21798,21798,0,Multifamily Housing,18171.0,,,,,Multifamily,Multifamily Housing,,,18171.0,0.0,0.0,18171.0,1.0,0.0,0.0,F
2806,2840,27343,7181200000,2019,Multifamily LR (1-4),RAVENNA WOODS CONDOMINIUM,0,1276858,0,42448,42448,0,Multifamily Housing,42443.0,,,,,Multifamily,Multifamily Housing,,,42443.0,0.0,0.0,42443.0,1.0,0.0,0.0,D
2807,2841,27348,7212100000,2019,Multifamily MR (5-9),REGATTA CONDOMINIUM,3285155,2396457,0,125241,125241,0,Multifamily Housing,138442.0,Parking,53533.0,,,Multifamily,Multifamily Housing,,,138442.0,53533.0,0.0,191975.0,0.7211459825498112,0.2788540174501888,0.0,B
2808,2842,27350,7212240000,2019,Multifamily MR (5-9),REGATTA ON ALKI CONDOMINIUM,375836,296388,0,21900,21900,0,Multifamily Housing,21900.0,,,,,Multifamily,Multifamily Housing,,,21900.0,0.0,0.0,21900.0,1.0,0.0,0.0,E
2809,2843,27352,6648210000,2019,Multifamily LR (1-4),PARK LANE PLACE CONDOMINIUM,431637,901016,0,32430,32430,0,Multifamily Housing,32430.0,,,,,Multifamily,Multifamily Housing,,,32430.0,0.0,0.0,32430.0,1.0,0.0,0.0,D
2810,2844,27359,6649400000,2019,Multifamily LR (1-4),PARK SHORE VILLA CONDOMINIUM,0,2004489,0,87696,87696,0,Multifamily Housing,69250.0,,,,,Multifamily,Multifamily Housing,,,69250.0,0.0,0.0,69250.0,1.0,0.0,0.0,C
2811,2845,27360,6649420000,2019,Multifamily LR (1-4),PARK SUMMIT PH 01 CONDOMINIUM,0,1694949,0,50299,50299,0,Multifamily Housing,41916.0,Parking,25098.0,,,Multifamily,Multifamily Housing,,,41916.0,25098.0,0.0,67014.0,0.6254812427254006,0.3745187572745993,0.0,C
